"OP_ID","SPECIES","SAMPLE","LENGTH","WEIGHT","SEX","MATURITY"
74492,206,,212,55,,
74492,206,,205,62,,
74492,206,,210,74,,
74497,206,,180,36,,
74497,206,,193,50,,
74497,206,,199,45,,
74497,206,,194,44,,
74497,206,,190,45,,
74497,206,,217,59,,
74497,206,,210,63,,
74497,206,,188,41,,
74497,206,,183,42,,
74497,206,,178,32,,
74497,206,,165,25,,
74497,206,,177,33,,
74497,206,,204,54,,
74497,206,,192,45,,
74497,206,,189,36,,
74497,206,,168,30,,
74497,206,,192,44,,
74497,206,,192,41,,
74497,206,,187,45,,
74497,206,,187,41,,
74497,206,,169,34,,
74497,206,,196,47,,
74497,206,,199,51,,
74497,206,,169,27,,
74498,206,,214,56,,
82048,206,1,194,52.4,2,
82048,206,4,116,11.2,0,
82048,206,3,189,46,2,
82048,206,2,193,45.6,1,
82862,206,1,120,21,0,
82892,206,2,184,56.6,2,
82892,206,3,134,17.2,1,
82892,206,1,211,72.4,2,
86195,206,130395,211,67,2,2
86195,206,130394,240,88,1,1
86249,206,130380,195,58,2,2
86249,206,130381,216,77,2,2
86249,206,130382,234,103,2,2
86258,206,130378,204,64,2,2
86258,206,130379,206,80,1,10
86337,206,130065,223,78,2,2
86337,206,130066,223,77,2,2
86337,206,130067,171,30,1,1
86337,206,130068,185,52,2,2
86337,206,130069,177,39,2,2
86337,206,130070,190,45,2,10
86337,206,130071,204,69,2,2
86337,206,130072,204,51,2,2
86337,206,130073,211,72,2,2
86337,206,130074,224,82,2,10
86337,206,130075,203,62,2,2
86337,206,130076,211,70,2,2
86337,206,130077,227,95,2,2
86337,206,130078,206,59,2,2
86337,206,130079,200,60,2,2
86337,206,130080,225,80,2,2
86337,206,130081,201,57,2,2
86337,206,130082,215,73,2,2
86337,206,130083,204,67,2,2
86337,206,130038,173,38,2,10
86337,206,130039,178,40,2,2
86337,206,130040,166,34,1,2
86337,206,130041,197,54,2,2
86337,206,130042,226,77,2,2
86337,206,130043,218,75,2,2
86337,206,130044,218,76,2,2
86337,206,130045,216,67,2,10
86337,206,130046,217,80,2,2
86337,206,130047,220,94,2,2
86337,206,130048,227,76,2,2
86337,206,130049,156,26,0,1
86337,206,130050,212,70,2,2
86337,206,130051,205,57,2,2
86337,206,130052,213,69,2,2
86337,206,130053,218,57,2,2
86337,206,130054,197,48,2,2
86337,206,130055,197,47,2,2
86337,206,130056,206,57,1,2
86337,206,130057,166,26,2,1
86337,206,130058,200,52,1,2
86337,206,130059,169,30,0,1
86337,206,130060,167,33,1,1
86337,206,130061,226,83,2,2
86337,206,130062,195,50,2,10
86337,206,130063,222,77,2,2
86337,206,130064,168,30,1,1
86337,206,130001,150,23,2,10
86337,206,130002,157,23,2,10
86337,206,130003,153,24,1,1
86337,206,130004,158,27,1,1
86337,206,130005,179,38,2,10
86337,206,130006,157,26,1,2
86337,206,130007,179,34,2,10
86337,206,130008,157,24,1,2
86337,206,130009,166,33,1,1
86337,206,130010,157,25,2,10
86337,206,130011,168,36,2,10
86337,206,130012,145,26,1,1
86337,206,130013,169,33,2,2
86337,206,130014,198,55,2,10
86337,206,130015,184,46,2,2
86337,206,130016,173,33,2,10
86337,206,130017,167,28,1,1
86337,206,130018,166,30,1,1
86337,206,130019,186,45,2,2
86337,206,130020,175,45,1,2
86337,206,130021,177,32,2,10
86337,206,130022,189,51,2,2
86337,206,130023,187,42,2,2
86337,206,130024,170,39,2,2
86337,206,130025,150,23,2,10
86337,206,130026,196,73,2,2
86337,206,130027,193,62,2,2
86337,206,130028,192,49,2,2
86337,206,130029,182,38,2,6
86337,206,130030,186,45,2,10
86337,206,130031,183,42,2,10
86337,206,130032,197,59,2,2
86337,206,130033,185,49,2,2
86337,206,130034,188,59,2,2
86337,206,130035,197,64,2,2
86337,206,130036,197,59,2,2
86337,206,130037,183,45,2,2
86338,206,130084,249,116,2,2
86338,206,130085,144,21,0,1
86338,206,130086,240,115,2,2
86338,206,130087,142,21,2,1
86338,206,130088,253,117,2,2
86338,206,130089,142,17,1,1
86338,206,130090,156,25,1,1
86338,206,130383,202,61,2,2
86338,206,130384,212,76,2,2
86339,206,130098,234,77,2,2
86339,206,130099,147,20,2,1
86339,206,130100,233,103,2,2
86339,206,130091,148,20,1,1
86339,206,130092,138,18,2,1
86339,206,130093,148,22,1,1
86339,206,130094,126,11,0,1
86339,206,130095,140,18,2,1
86339,206,130096,148,21,1,1
86339,206,130097,145,16,2,1
86340,206,130101,231,77,2,2
86340,206,130102,230,74,2,2
86341,206,130103,234,82,2,2
86342,206,130104,129,10,1,1
86343,206,130105,133,15,1,2
86344,206,130106,137,16,0,1
86344,206,130107,230,76,2,2
86344,206,130108,236,94,2,2
86344,206,130109,242,100,2,2
86345,206,130110,181,39,2,2
86345,206,130111,200,49,2,2
86345,206,130112,203,46,2,2
86345,206,130113,203,51,2,2
86345,206,130114,206,58,2,2
86345,206,130115,222,76,2,2
86347,206,130116,163,25,1,2
86347,206,130117,178,31,1,2
86347,206,130118,187,37,1,2
86347,206,130119,195,45,2,2
86347,206,130120,198,49,2,2
86347,206,130121,204,53,2,2
86347,206,130122,205,54,2,2
86347,206,130123,208,54,2,2
86347,206,130124,208,50,2,2
86350,206,130125,180,39,2,2
86350,206,130126,215,62,2,2
86350,206,130127,238,94,2,2
86351,206,130160,157,21,1,1
86351,206,130161,177,37,1,2
86351,206,130162,189,41,2,2
86351,206,130163,204,60,2,2
86351,206,130164,196,47,2,2
86351,206,130165,215,54,2,2
86351,206,130166,211,63,2,2
86351,206,130167,217,64,2,2
86351,206,130168,207,60,2,2
86351,206,130169,205,52,2,2
86351,206,130170,169,26,1,2
86351,206,130171,190,40,1,2
86351,206,130172,186,44,1,2
86351,206,130173,195,44,2,2
86351,206,130174,194,57,2,2
86351,206,130175,198,56,2,2
86351,206,130176,199,54,2,2
86351,206,130177,198,49,2,2
86351,206,130178,220,68,2,2
86351,206,130179,191,47,2,2
86351,206,130180,170,31,1,2
86351,206,130181,201,57,2,2
86351,206,130182,212,58,2,2
86351,206,130183,210,59,2,2
86351,206,130184,208,65,2,2
86351,206,130185,196,43,2,2
86351,206,130186,200,47,2,2
86351,206,130187,208,63,2,2
86351,206,130188,209,56,2,2
86351,206,130189,179,40,2,2
86351,206,130190,220,63,2,2
86351,206,130191,188,49,2,2
86351,206,130192,207,64,2,2
86351,206,130193,218,74,2,2
86351,206,130194,222,67,2,2
86351,206,130195,213,59,1,2
86351,206,130196,207,58,2,2
86351,206,130197,212,61,2,2
86351,206,130198,180,39,2,2
86351,206,130199,222,79,1,2
86351,206,130385,197,47,2,2
86351,206,130386,211,67,1,2
86351,206,130387,202,49,1,2
86351,206,130388,215,55,2,2
86351,206,130389,192,34,2,2
86351,206,130390,197,40,2,2
86351,206,130128,165,26,1,1
86351,206,130129,168,27,1,1
86351,206,130130,178,38,1,2
86351,206,130131,179,39,1,2
86351,206,130132,156,26,2,1
86351,206,130133,166,31,2,2
86351,206,130134,171,32,1,1
86351,206,130135,185,40,2,2
86351,206,130136,180,38,2,2
86351,206,130137,168,22,2,2
86351,206,130138,168,35,2,1
86351,206,130139,168,35,2,2
86351,206,130140,166,27,1,2
86351,206,130141,168,28,1,2
86351,206,130142,176,31,2,2
86351,206,130143,180,44,2,2
86351,206,130144,188,28,2,2
86351,206,130145,235,90,2,2
86351,206,130146,236,86,1,2
86351,206,130147,221,71,2,2
86351,206,130148,173,34,2,2
86351,206,130149,233,88,2,2
86351,206,130150,231,81,2,2
86351,206,130151,223,76,2,2
86351,206,130152,171,34,2,1
86351,206,130153,217,55,2,2
86351,206,130154,215,66,2,2
86351,206,130155,187,42,2,2
86351,206,130156,196,46,2,2
86351,206,130157,181,43,2,2
86351,206,130158,198,50,2,2
86351,206,130159,202,55,2,2
86352,206,130200,233,94,2,2
86353,206,130201,138,18,1,2
86353,206,130202,221,76,2,2
86353,206,130203,229,84,2,2
86353,206,130204,231,87,2,2
86353,206,130205,235,80,2,2
86355,206,130206,132,16,2,1
86355,206,130207,230,84,2,2
86355,206,130208,227,96,2,2
86355,206,130209,221,87,2,2
86355,206,130210,233,88,2,2
86355,206,130211,221,79,2,2
86357,206,130212,221,70,2,2
86357,206,130213,223,79,2,2
86357,206,130214,224,80,1,2
86357,206,130215,226,90,2,2
86357,206,130216,221,82,2,2
86357,206,130217,210,66,2,2
86357,206,130218,215,75,2,2
86357,206,130219,218,72,2,2
86357,206,130220,210,81,2,2
86357,206,130221,213,85,2,2
86357,206,130222,213,40,2,2
86357,206,130223,213,79,2,2
86357,206,130224,210,73,2,2
86357,206,130225,214,75,2,2
86357,206,130226,218,74,1,1
86357,206,130227,206,66,2,2
86357,206,130228,203,61,2,2
86357,206,130229,201,60,1,2
86357,206,130230,205,64,2,2
86357,206,130231,208,75,2,2
86357,206,130232,206,62,2,2
86357,206,130233,208,73,2,2
86357,206,130234,208,67,2,2
86357,206,130235,203,65,2,2
86357,206,130236,197,52,2,2
86357,206,130237,195,52,2,2
86357,206,130238,193,51,2,2
86357,206,130239,198,61,2,2
86357,206,130240,190,49,2,2
86357,206,130241,196,56,2,2
86357,206,130242,183,50,1,1
86357,206,130243,180,42,2,2
86357,206,130244,186,44,2,2
86357,206,130245,180,37,1,2
86357,206,130246,189,48,2,2
86357,206,130247,183,42,2,2
86357,206,130248,173,42,1,2
86357,206,130249,177,38,1,2
86357,206,130250,174,37,1,2
86357,206,130251,160,29,1,2
86360,206,130252,193,49,2,2
86360,206,130253,196,45,2,2
86360,206,130254,241,111,2,2
86360,206,130255,230,74,2,2
86360,206,130256,223,74,2,2
86360,206,130257,198,55,2,2
86360,206,130258,171,36,1,1
86360,206,130259,180,40,2,1
86360,206,130260,188,51,2,2
86360,206,130261,155,27,1,1
86360,206,130262,153,23,1,1
86360,206,130263,181,43,2,2
86360,206,130264,185,45,2,2
86360,206,130265,167,32,1,1
86361,206,130266,160,35,2,2
86361,206,130267,197,56,1,2
86361,206,130268,220,78,2,2
86361,206,130269,222,95,2,2
86361,206,130270,224,85,2,2
86361,206,130271,228,90,2,2
86361,206,130272,230,69,1,2
86361,206,130273,244,113,1,2
86362,206,130289,161,27,1,1
86362,206,130290,179,34,1,2
86362,206,130291,170,31,2,2
86362,206,130292,247,112,2,2
86362,206,130293,235,93,2,2
86362,206,130294,231,78,2,2
86362,206,130274,169,31,1,1
86362,206,130275,157,25,2,10
86362,206,130276,163,27,1,1
86362,206,130277,162,28,1,1
86362,206,130278,176,32,1,1
86362,206,130279,177,42,1,2
86362,206,130280,172,37,2,2
86362,206,130281,172,42,1,2
86362,206,130282,166,26,1,1
86362,206,130283,162,25,1,1
86362,206,130284,163,28,2,2
86362,206,130285,159,26,1,2
86362,206,130286,164,27,2,10
86362,206,130287,157,22,1,1
86362,206,130288,168,36,2,2
86366,206,130295,237,105,2,2
86367,206,130296,90,4,0,1
86367,206,130297,144,19,2,2
86367,206,130298,149,19,1,1
86367,206,130299,156,24,1,2
86367,206,130300,156,21,2,10
86367,206,130301,242,96,1,2
86367,206,130391,202,36,,
86368,206,130302,210,56,2,2
86368,206,130303,214,65,2,2
86368,206,130304,217,64,1,2
86368,206,130342,171,28,1,1
86368,206,130343,192,46,2,2
86368,206,130344,213,56,2,2
86368,206,130345,216,66,2,2
86368,206,130346,227,82,2,2
86368,206,130347,189,52,2,2
86368,206,130348,208,58,2,2
86368,206,130349,172,36,2,2
86368,206,130350,170,33,2,2
86368,206,130351,181,40,1,2
86368,206,130352,182,35,1,2
86368,206,130393,233,80,2,6
86368,206,130305,213,69,2,2
86368,206,130306,221,60,2,2
86368,206,130307,168,34,2,2
86368,206,130308,226,80,2,2
86368,206,130309,168,32,2,1
86368,206,130310,165,30,1,10
86368,206,130311,168,34,1,10
86368,206,130312,215,56,1,2
86368,206,130313,165,32,2,10
86368,206,130314,190,48,1,2
86368,206,130315,230,84,2,2
86368,206,130316,182,42,2,2
86368,206,130317,230,82,2,2
86368,206,130318,210,56,2,2
86368,206,130319,181,44,2,2
86368,206,130320,196,55,1,2
86368,206,130321,198,48,2,2
86368,206,130322,215,74,1,2
86368,206,130323,191,47,2,2
86368,206,130324,190,48,2,2
86368,206,130325,218,73,2,2
86368,206,130326,194,47,2,2
86368,206,130327,166,30,1,1
86368,206,130328,161,29,1,10
86368,206,130329,171,36,1,2
86368,206,130330,172,34,2,1
86368,206,130331,158,25,1,2
86368,206,130332,182,39,2,2
86368,206,130333,174,36,2,1
86368,206,130334,165,29,1,1
86368,206,130335,171,36,2,2
86368,206,130336,175,38,1,1
86368,206,130337,182,40,2,2
86368,206,130338,177,35,1,2
86368,206,130339,168,32,2,2
86368,206,130340,188,48,2,2
86368,206,130341,190,48,2,2
86369,206,130360,226,71,2,2
86369,206,130361,226,81,2,2
86369,206,130362,236,81,2,2
86369,206,130363,243,92,1,2
86369,206,130353,150,21,2,1
86369,206,130354,157,28,1,1
86369,206,130355,158,26,1,1
86369,206,130356,220,78,2,2
86369,206,130357,221,75,2,2
86369,206,130358,225,81,2,2
86369,206,130359,226,70,1,2
86370,206,130364,159,25,2,2
86370,206,130365,159,22,1,2
86371,206,130366,234,97,2,2
86371,206,130367,237,80,2,2
86371,206,130368,243,102,2,2
86371,206,130369,232,73,2,2
86371,206,130370,153,20,2,1
86371,206,130371,148,20,1,1
86371,206,130372,221,66,2,2
86371,206,130373,241,89,2,2
86371,206,130374,149,19,1,1
86371,206,130375,151,20,2,1
86371,206,130376,154,21,2,1
86371,206,130377,150,20,1,1
86371,206,130392,215,63,,
88279,206,140055,193,48,2,2
88279,206,140056,162,28,2,2
88279,206,140057,170,36,2,2
88279,206,140058,200,54,2,2
88279,206,140059,210,65,2,2
88279,206,140061,220,65,2,2
88279,206,140062,168,31,2,2
88279,206,140063,175,37,2,2
88279,206,140064,225,97,2,2
88279,206,140065,192,49,1,2
88279,206,140066,190,49,2,2
88279,206,140068,188,42,2,2
88279,206,140069,189,44,2,2
88279,206,140070,216,60,2,2
88279,206,140071,174,37,2,2
88279,206,140072,214,65,2,2
88279,206,140074,202,57,2,2
88279,206,140054,213,57,2,2
88279,206,140060,220,69,2,2
88279,206,140067,210,55,2,2
88279,206,140073,207,58,2,2
88279,206,140048,191,47,2,2
88279,206,140049,206,43,2,2
88279,206,140050,228,75,2,2
88279,206,140051,220,66,2,2
88279,206,140052,188,42,2,2
88279,206,140053,202,56,2,2
88282,206,140076,172,37,1,2
88282,206,140102,168,32,2,2
88282,206,140095,186,48,1,2
88282,206,140089,218,60,1,2
88282,206,140082,193,50,2,2
88282,206,140080,166,28,1,2
88282,206,140101,142,19,2,2
88282,206,140100,165,28,1,2
88282,206,140099,168,28,2,2
88282,206,140098,170,29,1,2
88282,206,140097,193,45,1,2
88282,206,140096,206,50,1,2
88282,206,140094,190,43,1,2
88282,206,140093,197,55,1,2
88282,206,140077,182,39,2,2
88282,206,140078,175,36,2,2
88282,206,140079,174,36,1,2
88282,206,140075,160,27,2,2
88282,206,140081,232,92,2,2
88282,206,140083,185,45,1,2
88282,206,140084,189,46,2,2
88282,206,140085,177,36,2,2
88282,206,140086,173,33,1,2
88282,206,140087,165,36,1,2
88282,206,140088,190,44,2,2
88282,206,140090,184,42,2,2
88282,206,140091,198,48,2,2
88282,206,140092,189,43,2,2
88291,206,140107,207,51,1,2
88291,206,140108,184,35,1,2
88291,206,140109,189,42,1,2
88291,206,140103,187,43,1,2
88291,206,140106,197,52,1,2
88291,206,140105,212,58,1,2
88291,206,140110,175,36,1,2
88291,206,140104,211,57,1,2
88292,206,140111,202,55,1,2
88292,206,140112,201,48,1,2
88292,206,140114,220,67,1,2
88292,206,140115,169,29,1,2
88292,206,140113,150,23,1,1
88293,206,140116,188,43,1,2
88298,206,140141,181,44,2,2
88298,206,140142,181,38,1,2
88298,206,140143,187,45,2,2
88298,206,140145,171,35,2,2
88298,206,140146,156,21,1,1
88298,206,140118,240,84,2,2
88298,206,140127,186,38,1,2
88298,206,140136,211,52,1,2
88298,206,140144,174,36,2,2
88298,206,140117,240,94,2,2
88298,206,140119,219,81,2,2
88298,206,140120,225,86,2,2
88298,206,140121,212,62,1,2
88298,206,140122,201,55,1,2
88298,206,140123,218,58,2,2
88298,206,140124,202,49,2,2
88298,206,140125,206,56,2,2
88298,206,140126,212,70,2,2
88298,206,140128,203,51,2,2
88298,206,140129,190,46,1,2
88298,206,140130,224,75,2,2
88298,206,140131,204,62,1,2
88298,206,140132,200,55,1,2
88298,206,140133,200,54,2,2
88298,206,140134,181,44,2,2
88298,206,140135,191,48,2,2
88298,206,140137,206,51,2,2
88298,206,140138,211,62,2,2
88298,206,140139,152,23,1,2
88298,206,140140,179,36,2,2
88301,206,140147,176,32,2,2
88301,206,140148,167,28,1,2
88301,206,140149,161,21,1,2
88301,206,140150,180,35,2,2
88301,206,140151,174,25,1,2
88301,206,140152,177,33,2,2
88301,206,140153,185,37,2,2
88301,206,140155,196,49,2,2
88301,206,140156,222,74,2,2
88301,206,140157,213,59,1,2
88301,206,140158,195,41,2,2
88301,206,140159,185,41,1,2
88301,206,140154,239,79,2,2
88304,206,140160,196,43,1,2
88307,206,140161,192,41,2,2
88307,206,140162,171,28,1,2
88307,206,140163,169,29,2,2
88307,206,140164,199,45,2,2
88316,206,140186,184,43,2,2
88316,206,140187,205,66,2,2
88316,206,140188,108,8,0,1
88316,206,140189,176,35,1,2
88316,206,140190,184,45,2,2
88317,206,140173,175,31,1,2
88317,206,140182,209,52,1,2
88317,206,140166,180,38,1,2
88317,206,140167,225,70,1,2
88317,206,140168,176,38,2,2
88317,206,140169,163,26,2,2
88317,206,140170,170,28,1,2
88317,206,140171,174,34,2,2
88317,206,140172,190,43,1,2
88317,206,140174,193,38,1,2
88317,206,140175,197,50,1,2
88317,206,140176,211,55,1,2
88317,206,140177,203,58,1,2
88317,206,140178,205,61,1,2
88317,206,140179,202,59,1,2
88317,206,140180,197,49,1,2
88317,206,140181,189,42,,2
88317,206,140183,185,43,2,2
88317,206,140184,212,67,1,2
88317,206,140185,183,40,1,2
88317,206,140165,171,30,1,2
88327,206,140191,175,32,1,2
88327,206,140192,163,29,1,2
88327,206,140193,218,64,1,2
88327,206,140194,202,50,1,2
88327,206,140195,242,88,1,2
88330,206,140196,163,26,2,2
88330,206,140197,220,86,1,2
88330,206,140198,125,13,2,1
88330,206,140199,165,35,2,2
88330,206,140200,212,63,1,2
88330,206,140201,212,72,1,2
88330,206,140202,168,33,1,2
88333,206,140203,166,29,2,2
88337,206,140204,212,66,1,2
88337,206,140205,202,61,2,2
88337,206,140206,212,68,2,2
88337,206,140208,196,54,1,2
88337,206,140209,222,83,2,2
88337,206,140207,224,81,2,2
88348,206,140210,225,73,2,2
88348,206,140211,196,54,1,2
88348,206,140212,209,68,2,2
88348,206,140213,198,48,2,2
88348,206,140214,177,41,1,2
88348,206,140215,177,37,2,2
88348,206,140216,231,75,1,2
88348,206,140217,218,78,1,2
88348,206,140219,199,53,2,2
88348,206,140220,218,83,2,2
88348,206,140221,238,99,2,2
88348,206,140222,211,63,2,2
88348,206,140223,188,40,1,2
88348,206,140224,195,50,2,2
88348,206,140225,126,11,0,1
88348,206,140226,206,55,2,2
88348,206,140228,214,66,2,2
88348,206,140229,178,29,1,1
88348,206,140218,166,28,1,1
88348,206,140227,180,37,1,2
88349,206,140230,180,35,2,2
88349,206,140231,204,55,1,2
88349,206,140232,203,55,1,2
88349,206,140233,184,41,1,2
88349,206,140234,211,57,2,2
88349,206,140236,219,70,1,2
88349,206,140237,204,61,2,2
88349,206,140238,200,54,2,2
88349,206,140239,194,50,2,2
88349,206,140240,222,75,2,2
88349,206,140235,222,77,2,2
88354,206,140241,189,49,2,2
88354,206,140242,181,43,2,2
88354,206,140243,201,56,1,2
88354,206,140244,183,42,1,2
88354,206,140246,200,53,1,2
88354,206,140247,212,62,2,2
88354,206,140248,192,52,2,2
88354,206,140245,187,40,1,2
88367,206,140321,157,25,1,2
88367,206,140322,165,30,2,2
88367,206,140249,175,34,2,2
88367,206,140250,169,29,1,2
88367,206,140251,169,29,2,2
88367,206,140252,234,78,2,2
88367,206,140253,173,30,2,2
88367,206,140254,179,33,1,2
88367,206,140255,175,34,1,2
88367,206,140256,220,62,2,2
88367,206,140257,168,28,2,2
88367,206,140258,165,28,1,2
88367,206,140259,165,30,2,2
88367,206,140260,192,44,1,2
88367,206,140261,174,32,1,2
88367,206,140262,183,39,1,2
88367,206,140263,178,36,2,2
88367,206,140264,220,67,2,2
88367,206,140265,201,57,2,2
88367,206,140266,185,38,2,2
88367,206,140267,184,41,2,2
88367,206,140268,208,54,2,2
88367,206,140269,186,42,1,2
88367,206,140270,210,59,2,2
88367,206,140271,185,42,2,2
88367,206,140272,211,60,2,2
88367,206,140273,195,45,1,2
88367,206,140274,198,47,2,2
88367,206,140275,203,50,2,2
88367,206,140276,219,61,2,2
88367,206,140277,214,56,2,2
88367,206,140278,167,28,2,2
88367,206,140279,195,47,1,2
88367,206,140281,214,63,2,2
88367,206,140282,194,49,2,2
88367,206,140283,168,30,1,2
88367,206,140284,192,43,1,2
88367,206,140285,163,27,1,2
88367,206,140286,192,46,2,2
88367,206,140287,180,34,2,2
88367,206,140288,204,56,2,2
88367,206,140290,185,42,1,2
88367,206,140291,196,49,2,2
88367,206,140292,183,34,1,2
88367,206,140293,198,47,2,2
88367,206,140294,166,28,2,2
88367,206,140295,169,30,2,2
88367,206,140296,163,30,1,2
88367,206,140298,196,49,1,2
88367,206,140299,172,36,2,2
88367,206,140300,169,32,2,2
88367,206,140301,214,59,1,2
88367,206,140302,170,30,1,2
88367,206,140303,170,30,1,2
88367,206,140304,175,32,2,2
88367,206,140305,182,36,1,2
88367,206,140307,158,22,2,2
88367,206,140308,156,24,2,2
88367,206,140309,155,25,2,2
88367,206,140310,153,25,1,1
88367,206,140311,157,25,2,2
88367,206,140312,204,48,1,2
88367,206,140313,166,27,1,2
88367,206,140314,166,29,1,1
88367,206,140316,208,60,1,2
88367,206,140317,206,63,1,2
88367,206,140318,126,14,0,1
88367,206,140319,202,52,1,2
88367,206,140320,165,29,2,2
88367,206,140324,165,33,2,2
88367,206,140325,156,25,1,2
88367,206,140326,153,25,2,2
88367,206,140327,162,33,2,2
88367,206,140328,228,83,2,2
88367,206,140329,163,25,1,2
88367,206,140330,168,29,1,2
88367,206,140280,200,53,2,2
88367,206,140289,189,47,2,2
88367,206,140297,158,25,2,2
88367,206,140306,206,58,1,2
88367,206,140315,166,23,1,1
88367,206,140323,167,32,1,2
88368,206,140334,222,67,2,2
88368,206,140335,224,81,2,2
88368,206,140333,210,68,1,2
88368,206,140332,159,20,2,2
88368,206,140331,212,58,1,2
92333,206,151609,235,76.4,1,2
92335,206,151656,245,123.1,2,2
92335,206,151664,241,94.1,1,2
92391,206,152918,94,4.8,,1
92391,206,152890,61,1.4,0,1
92391,206,152889,67,1.4,0,1
92391,206,152888,65,1.3,0,1
92391,206,152891,70,1.9,0,1
92447,206,153003,49,0.6,0,1
92448,206,153006,65,1.6,0,1
92448,206,153007,58,1.1,0,1
92513,206,153004,57,1.1,0,1
92513,206,153005,58,0.9,0,1
92554,206,152939,51,1.1,0,1
92569,206,150517,210,73,2,2
92569,206,150518,220,75,2,2
92569,206,150519,222,73,2,2
92569,206,153147,79,3.6,0,1
92569,206,153148,75,2.8,0,1
92569,206,153149,81,3.6,0,1
92569,206,153150,87,4.3,0,1
92569,206,153151,80,3.4,0,1
92576,206,150463,220,70,2,2
92576,206,150476,187,47,2,2
92576,206,150489,193,51,2,2
92576,206,150502,177,38,2,2
92576,206,150455,221,65,,
92576,206,150456,195,55,,
92576,206,150457,228,74,,
92576,206,150458,220,87,2,2
92576,206,150459,220,82,2,2
92576,206,150460,220,74,2,2
92576,206,150461,181,43,2,2
92576,206,150462,163,35,1,1
92576,206,150464,180,40,1,2
92576,206,150465,181,42,1,2
92576,206,150466,186,43,2,2
92576,206,150467,185,37,2,2
92576,206,150468,203,56,2,2
